"id","oblast","importance","name","category","type","area.ha","desig.decision","operator","location"
28,"Сумська","місцеве","Лисиця","заказник","ландшафтний",142.5,"Розпорядження представника Президента України в області від 28.12.1992 р. № 347","1. Боромлянська сільська рада2. ДП Тростянецький агролісгосп","Тростянецький р-н: Боромлянська с/р; в балці біля с. Боромля. ДП Тростянецький агролісгосп:, кв. 6 (вид. 7, 10-29)"
29,"Сумська","місцеве","Діброва","заказник","ландшафтний",766.7,"Розпорядження представника Президента України в області від 28.12.1992 р. № 347","1. Каліївська сільська рада2. Івотська сільська рада3. ДП Шосткинський агролісгосп4. ТОВ Авангард-98","Шосткинський р-н: Каліївська, Івотська с/р; між селами Івотка та Каліївка. ДП Шосткинський агролісгосп: кв. 16 (вид. 8-11, 78-18, 20-26), кв. 31 (вид. 4-28)"
30,"Сумська","місцеве","Могрицький","заказник","ландшафтний",15.2,"Розпорядження голови облдержадміністрації від 14.12.1995 р. № 237","Могрицька сільська рада","Сумський р-н: Могрицька с/р; правий корінний берег Псла біля с. Могриця"
31,"Сумська","місцеве","Вільшанківський","заказник","ландшафтний",132.4,"Розпорядження голови облдержадміністрації від 14.12.1995 р. № 237","1. Великочернеччинська сільська рада2. ДП Сумський агролісгосп","Сумський р-н: В.-Чернеччинська с/р; неподалік від дороги с. Велика Чернеччина – с. Ольшанки.ДП Сумський агролісгосп: кв. 68 (вид. 11, 33-34)"
32,"Сумська","місцеве","Монастирський ліс","заказник","ландшафтний",864,"Розпорядження голови облдержадміністрації від 14.12.1995 р. № 237","ДП Конотопське лісове господарство","Путивльський р-н: Линівська с/р; урочище Монастирський ліс на південь від с. Нова Слобода. ДП Конотопський лісгосп: Бунякінське л-во, кв. 66-77, 80-83"
33,"Сумська","місцеве","Прудищанський","заказник","ландшафтний",2538,"Розпорядження голови облдерж-адміністрації від 14.12.1995 р. № 237, рішення облради від 25.12.2002 р.","ДП Свеське лісове господарство","Ямпільський р-н: Ямпільська селищ./р, Паліївська с/р; в лісовому масиві на захід від с. Прудище. ДП Свеський лісгосп: Прудищанське л-во, кв. 21-72"
34,"Сумська","місцеве","Коржівський","заказник","ландшафтний",23.3,"Рішення облради від 25.09.2003 р.","ДП Роменський агролісгосп","Роменський р-н: Коржівська с/р; ДП Роменський агролісгосп: Андріяшівське л-во, кв. 156 (вид. 7-9)"
35,"Сумська","місцеве","Вощилиха","заказник","ландшафтний",74.3,"Рішення облради від 29.11.2005 р.","1. Басівська сільська рада2. ДП Роменський агролісгосп","Роменський р-н: Басівська с/р;заплава р. Сула на південний схід від с. Вощилиха. ДП Роменський агролісгосп: кв. 95 (вид. 2-3, 22, 28-30, 36, 38)"
36,"Сумська","місцеве","Духанівський","заказник","ландшафтний",71.9,"Рішення облради від 04.08.2006 р.","1. ДП Конотопський агролісгосп2. Духанівська сільська рада","Конотопський р-н: Духанівська с/р; за південно-західною околицею с. Духанівка. ДП Конотопський агролісгосп: кв. 40 (вид. 1-11), 39 (вид. 6-12, 15)"
37,"Сумська","місцеве","Дібрівка","заказник","ландшафтний",64.5,"Рішення облради від 27.07.2007 р.","Недригайлівська селищна рада","Недригайлівський р-н: Недригайлівська селищ./р; місцеве урочище обабіч автодороги смт. Недригайлів-с. Козельне"
