"id","oblast","importance","name","category","type","area.ha","desig.decision","operator","location"
103,"Кіровоградська","місцеве","Плетений Ташлик","заказник","ботанічний",5,"Рішення Кіровоградської обласної ради № 71 від 11.10.96 р.","Маловисківська районна державна адміністрація","Маловисківський р-н, поблизу с.Плетений Ташлик"
104,"Кіровоградська","місцеве","Роза","заказник","ботанічний",28.5,"Рішенням Кіровоградської обласної ради №132 від 20.02.1998 р.","Устинівська районна державна адміністрація","Устинівський р-н, поблизу с.Жовтене"
105,"Кіровоградська","місцеве","Цілина","заказник","ботанічний",7.9,"Рішенням Кіровоградської обласної ради №198 від 17.11.2000 р.","ДСДЛЦ Веселі Боковеньки","Долинський р-н, поблизу с.Іванівка"
106,"Кіровоградська","місцеве","Аджамський","заказник","орнітологічний",67.4,"Рішенням Кіровоградської обласної ради №185 від 24.07.1991 р.","Кіровоградська районна державна адміністрація","Кіровоградський р-н, поблизу с.Аджамка"
107,"Кіровоградська","місцеве","Заплава Малої Висі","заказник","орнітологічний",2,"Рішенням Кіровоградської обласної ради №71 від 11.10.96р.","Маловисківська районна державна адміністрація","Маловисківський р-н, поблизу с.Краснопілка"
108,"Кіровоградська","місцеве","Петровський","заказник","орнітологічний",397,"Рішенням Кіровоградської обласної ради №116 від 28.01.2000 р.","Петрівська районна державна адміністрація","Петровський р-н, смт Петрово, с. Богданівка"
109,"Кіровоградська","місцеве","Шмалієвський","заказник","орнітологічний",20,"Рішенням Кіровоградської обласної ради №92 від 29.07.1997 р.","Долинська районна державна адміністрація","Долинський р-н, поблизу с.Варварівка"
110,"Кіровоградська","місцеве","Урочище Грабовате","заказник","орнітологічний",250,"Рішенням Кіровоградської обласної ради №443 від 15.02.2013 р.","Олександрівська районна державна адміністрація","Олександрівський район"
111,"Кіровоградська","місцеве","Явдокимівський","заказник","ентомологічний",4.3,"Рішенням Кіровоградської обласної ради №214 від 17.12.1993 р.","Новоукраїнська районна державна адміністрація","Новоукраїнський р-н, поблизу м.Новоукраїнка"
112,"Кіровоградська","місцеве","Бірзуловські горби","пам’ятка природи","комплексна",1.7,"Рішенням Кіровоградського облвиконкому №233 від 09.06.1971 р.","Маловисківська районна державна адміністрація","Маловисковський р-н, поблизу с.Комсомольське"
113,"Кіровоградська","місцеве","Кам’яна стінка","пам’ятка природи","комплексна",18,"Рішенням Кіровоградської обласної ради №47 від 19.05.1995 р.","Олександрійська районна державна адміністрація","Олександрійський р-н, поблизу с.Андріївка"
114,"Кіровоградська","місцеве","Козацька скеля","пам’ятка природи","комплексна",0.01,"Рішенням Кіровоградської обласної ради №214 від 17.12.1993 р.","Добровеличківська районна державна адміністрація","Добровеличківський р-н, поблизу с.Федорівка"
115,"Кіровоградська","місцеве","Острів Обеліск","пам’ятка природи","комплексна",36,"Рішенням Кіровоградської обласної ради №31 від 13.01.1995 р.","Світловодська районна державна адміністрація","Світловодський р-н, Кременчуцьке водосховище"
116,"Кіровоградська","місцеве","Придніпровські кургани","пам’ятка природи","комплексна",0.5,"Рішенням Кіровоградської обласної ради №158 від 28.03.2003 р.","Світловодська районна державна адміністрація","Світловодський р-н, поблизу с.Подорожнє"
117,"Кіровоградська","місцеве","Ташлицькі скелі","пам’ятка природи","комплексна",2,"Рішенням Кіровоградської обласної ради №214 від 17.12.1993 р.","Новоукраїнська районна державна адміністрація","Новоукраїнський р-н, поблизу м.Новоукраїнка"
118,"Кіровоградська","місцеве","Маганове","пам’ятка природи","комплексна",70,"Рішенням Кіровоградської обласної ради № 425 від 21.03.2008 р.","Онуфріївська районна державна адміністрація","Онуфріївський район поблизу с.Дереївка"
119,"Кіровоградська","місцеве","Ганно-Леонтовицька","пам’ятка природи","ботанічна",0.5,"Рішенням Кіровоградської обласної ради №64 від 25.03.1999 р.","Устинівська районна державна адміністрація","Устинівський р-н, поблизу с.Ганно-Леонтовичеве"
120,"Кіровоградська","місцеве","Георгіївський гай","пам’ятка природи","ботанічна",5.4,"Розпорядженням представника президента №55 від 01.07.1992р","ДП Олександрівський лісгосп","Олександрівський р-н, поблизу с.Нова Осота"
121,"Кіровоградська","місцеве","Дивосил-зілля","пам’ятка природи","ботанічна",1,"Рішенням Кіровоградської обласної ради №47 від 19.05.1995 р.","Новомиргородська районна державна адміністрація","Новомиргородський р-н, с.Бирзулове"
