№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
Території та об`єкти ПЗФ загальнодержавного значення;;;;;;;
3;"""Ковалівський парк""";пам`ятка природи;комплексна;40;Немирівський районс. Ковалівка;Ковалівська с/р;Рішення 28 сесії Вінницької обласної ради 5 скликання № 968 від 02березня 2010 року
4;«Турбівський парк»;пам`ятка природи;комплексна;4,7;Липовецький р-н,с.Турбів;Турбівська с/р;Рішення 25 сесії Вінницької обласної ради 5 скликання  № 834 від 29 липня 2009 року
5;«Тополівський парк «Стадуб»;пам`ятка природи;комплексна;13,9;Теплицький районс.Тополівка;Тополівська с/р;Рішення 25 сесії Вінницької обласної ради 5 скликання № 834 від 29 липня 2009 року
6;«Парк культури і відпочинку селища Крижопіль» ;пам`ятка природи;комплексна;29;Крижопільський район, Крижопільська селищна рада;Крижопільська селищна рада;Рішення 27 сесії Вінницької обласної ради 5 скликання  № 903 від 10 грудня 2009 року
;Разом пам`яток природи комплексних;6;;309,1;;;
;Всього пам`яток природи місцевого значення;186;;682,48;;;
1;«Ладижинський гай»;дендрологічний парк;;10;М.Ладижин;Ладижинська міська рада;Рішення 11сесії Вінницької обласної ради 6 скликання  № 334 від 27 квітня 2012 року
;Всього дендрологічних парків місцевого значення;1;;10;;;
1;Парк-садиба “Лугове”;парк-пам’ятка садово-паркового мистецтвва;;5;Барський район, сільська рада с. Ходаки, с.Ялтушків;Ялтушівська  дослідно-селекційна станція;Рішення облвиконкому  №371 від 29.08.84р.
2;“Мала Софіївка”;парк-пам’ятка садово-паркового мистецтвва;;8,5;Вінницький район с.Лука-Мелешківська(центр села);Лука-Мелешківська сільська рада;Рішення облради 13 сесії 22 скликан-ня  від 26.12.97р., 2 сесії 24.07.98р.
3;Северинівський;парк-пам’ятка садово-паркового мистецтвва;;43,5;Жмеринський район,  с.Северинівка ;Северинівський кістково-туберкульозний санаторій;Рішення облвиконкому від13.05.64р. № 187, рішення облради 13 сесії 22 скликання
4;Дендрологічна ділянка;парк-пам’ятка садово-паркового мистецтвва;;1,7;Жмериський район, Людовська сільська рада, Людовське лісництво кв.81 діл.17;Жмеринське ДЛГ;Рішення облвиконкому від 30.07.69р. № 441 та  №371 від 29.08.84р.
5;Браїлівський парк;парк-пам’ятка садово-паркового мистецтвва;;7,5;Жмеринський район,  смт. Браїлів (на березі р.Рів);Браїлівське ПТУ №6;Рішення облвиконкому № 599 від 17.11.81р.
6;Олександрівський;парк-пам’ятка садово-паркового мистецтвва;;44;Жмеринський район,  с.Олександрівка;СВАТ “Україна”;Рішення облвиконкому № 525 від 19.12.85р.
7;“Саджавка”;парк-пам’ятка садово-паркового мистецтвва;;12;Калинівський район с. Дружелюбівка;Дружелюбівська сільська рада;Рішення облвиконкому № 261 від 25.10.90р.
