№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
Території та об`єкти ПЗФ загальнодержавного значення;;;;;;;
43;"""Долина ірисів""";заказник;ботанічний;13,7;;;"Рішення 20 сесії Вінницької обласної ради 6 скликання ""Про створення нових об`єктів природно-заповідного фонду місцевого значення"" №645 від 20.12.2013 року"
;Разом заказників ботанічних;43;;5010,55;;;
1;“Заповідні модрини”;заказник;лісовий;13,3;Барський район, Матійківська сільська рада, Барське лісництво, кв.74 діл.5;Жмеринський ДЛГ;Рішення  облвиконкому від 18.08.83р. №384
2;“Вороновицька дача”;заказник;лісовий;12;Вінницький район, Комарівська сільська рада, Вороновицьке лісництво, кв.12 діл.5;Вінницький лісо-виробничий комплекс;Рішення облвиконкому від 18.08.83р. №384
3;“Калинівський”;заказник;лісовий;10;Калинівський район, Сальницька сільська рада, Калинівське лісництво, кв.122 діл. 2;Вінницький лісо-виробничий комплекс;Рішення облвиконкому від 29.08.84р. №371
4;“Сосновий бір”;заказник;лісовий;17;Калинівський районс.СальникКалинівське лісництво, кв.104 діл. 1;Вінницький лісо-виробничий комплекс;Рішення облвиконкому від 29.08.84р. №371
5;“Брацлавська дача”;заказник;лісовий;12;Немирівський район, Гриненська сільська рада, Брацлавське лісництво, кв. 58 діл. 8.;Тульчинський ДЛМГ;Рішення облвиконкому № 384 від 18.03.83 та №371 від 29.08.84р.
6;“Моївська дача”;заказник;лісовий;19;Чернівецький район, Білянська сільська рада, Моївське лісництво, кв.5 діл.1;Могилів-Полільський ДЛГ;Рішення облвиконкому від 29.08.84р. №371
;Разом заказників лісових;6;;83,3;;;
1;“Мовчани”;заказник;ландшафтний;50,7;Жмеринський район, Мовчанівська сільська рада, с.Мовчани(лівий берег р.Мурашка);Жмеринська районна рада УТМР;Рішення сесії обласної ради 9 сесії 22 скликання від 28.03.97р.
2;“Дністер”;заказник;ландшафтний;436,9;Муровано-Куриловецький районс. Жванс. Наддністрянське;Могилів-Подільський ДЛГТОВ Мур-Куриловецький “Райкомунліс”Жванська сільська радаНаддністрянська сільська рада;Рішення  № 59327 сесії 3 скликання обласної ради від 19.02.2002 р.
3;“Лучанське”;заказник;ландшафтний;82;Немирівський район, Стрільчинецька сільська рада, Немирівське лісництво, кв.131, 132 (біля с.Стрільчинці) ;Іллінецький ДЛГ;Рішення облвиконкому від 29.08.84р. №371
4;“Вище школи”;заказник;ландшафтний;10,6;Піщанський район, Болганська сільська рада(Західна частина с.Болган) ;Болганська сільська рада;Розпорядження облдержадміністрації №200 від 22.12.95р.
5;Урочище “Біля вапняків”;заказник;ландшафтний;34,7;Піщанський район, Болганська сільська рада, с.Болган(по лівий берег р.Кам’янка);Болганська сільська рада;Розпорядження облдержадміністрації №200 від 22.12.95р.
6;“Левада”;заказник;ландшафтний;75;Теплицький район, Брідоцька сільська рада, с.Брідок(південна околиця села);Брідоцька сільська рада;Рішення облвиконкому від 25.10.90р. №263
7;“Бутова”;заказник;ландшафтний;67,4;Теплицький район с.Росоша,  с.Веселівка(південно-східна околиця сіл); Росошанська сільська рада Веселівська сільська рада;Розпорядження облдержадміністрації №200 від 22.12.95р.
8;“Прибузький”;заказник;ландшафтний;62,3;Тульчинський район, Печерська сільська рада(вздовж р.Південний Буг в межах Печерської сільської ради);Печерська сільська рада;Рішення облради 13 сесії 22 скликання 26.12.97р.
9;“Марусине”;заказник;ландшафтний;12;Тульчинський район Кинашівська сільська рада(на півд.сх в 2,5 км від с.Мазурівка);ПСП “Україна”;Розпорядження облдержадміністрації №200 від 22.12.95р
10;Урочище “Федьківське”;заказник;ландшафтний;129;Тульчинський район, с.Клебань;СТОВ “1 –е Травня”;Рішення 11 сесії 23 скликання обласної ради від 17.12.99 року
11;“Ковалева”;заказник;ландшафтний;25;Тульчинський район,  с. Суворівка;Суворівська сільська рада;Розпорядження облдержадміністрації №200 від 22.12.95р
12;“Мурафа”;заказник;ландшафтний;220;Чернівецький район, Вил- Ярузька сільська рада, Лозівська сільська рада, Мазурівська сільська рада(між селами Скалопів і Вила Ярузькі, долина р.Мурафа);ТОВ Чернівецький “Райкомунліс”;Рішення облвиконкому№ 263 від 28.10.90р.
13;“Гопчиця”;заказник;ландшафтний;780;Погребищенський район,с.Гопчиця;СТОВ  “Урожай” с.БухниСТОВ “Новофастівське”;Рішення облвиконкому №263 від 25.10.90р.
14;«Берізки»;заказник;ландшафтний;22,4;Тростянецький район,    с. Четвертинівка;Четвертинівська с/р;Рішення 27 сесії Вінницької обласної ради 5 скликання  № 903 від 10 грудня 2009 року
15;«Баглайові левади»;заказник;ландшафтний;23,7;Іллінецький районс.Білки;Білківська с/р;Рішення 27 сесії Вінницької обласної ради 5 скликання № 903 від 10 грудня 2009 року
16;«Гадаї»;заказник;ландшафтний;7,3;Іллінецький районс.Слободище;Слободищенська с/р;Рішення 27 сесії Вінницької обласної ради 5 скликання  № 903 від 10 грудня 2009 року
17;"""Немиринецьке""";заказник;ландшафтний;30;Козятинський район, с.Немиринці;Переможнянська с/р;Рішення 28 сесії Вінницької обласної ради 5 скликання № 968 від 02березня 2010 року
18;"""Перемога""";заказник;ландшафтний;18;Козятинський район, с.Перемога;Переможнянська с/р;Рішення 28 сесії Вінницької обласної ради 5 скликання № 968 від 02березня 2010 року
19;«Зачарована долина»;заказник;ландшафтний;208,2;"Дмитрашківська с/рВОКСЛП""Віноблагроліс""(Кв.19,21,22)(126,9га)";Піщанський район, Дмитрашківська сільська рада, с.Дмитрашківка(по лівий берег р.Кам’янка);Рішення 25 сесії Вінницької обласної ради 5 скликання  № 834 від 29 липня 2009 року
20;«Надросся»;заказник;ландшафтний;202,2;Дзюньківська с/р(4,0га) -ВОКСЛП “Віноблагроліс”(3,4га)Павлівська с/р(9,2га) -ВОКСЛП “Віноблагроліс”(26,9га)Саражинецька с/р(80,3га) -ВОКСЛП “Віноблагроліс”(78,4га) ВОКСЛП “Віноблагроліс”Кв.54(вид.2)Кв.73(вид1-9)Кв.46(вид2-4)Кв.47(вид1,2;"Погребищенський районДзюньківська с/рПавлівська с/рСаражинецька с/рВОКСЛП""Віноблагроліс""";Рішення 25 сесії Вінницької обласної ради 5 скликання  № 834 від 29 липня 2009 року
21;«Бузький поліг»;заказник;ландшафтний;37,2;"Завадівська с/р(4,3га)ВОКСЛП""Віноблагроліс""(по Завадівській с/р- 3,2га)(по Петрашівській с/р- 19,2га)Кв.29(вид.19-20), 30.";"Теплицький районЗавадівська с/рПетрашівська с/рВОКСЛП""Віноблагроліс";Рішення 25 сесії Вінницької обласної ради 5 скликання  № 834 від 29 липня 2009 року
22;«Турчинський ліс»;заказник;ландшафтний;59,7;"Теплицький районТеплицька селищна радаВОКСЛП""Віноблагроліс""(56,2га) Кв.15.";Теплицький районТеплицька селищна рада;Рішення 25 сесії Вінницької обласної ради 5 скликання № 834 від 29 липня 2009 року
23;«Кавачівська дача»;заказник;ландшафтний;20,5;Теплицький районКивачівська с/р;Кивачівська с/р;Рішення 25 сесії Вінницької обласної ради 5 скликання  № 834 від 29 липня 2009 року
24;«Сашанська левада»;заказник;ландшафтний;42,7;Теплицький районСашанська с/р;Сашанська с/р;Рішення 25 сесії Вінницької обласної ради 5 скликання № 834 від 29 липня 2009 року
25;«Сокирянська балка»;заказник;ландшафтний;10,5;Теплицький районСокирянська с/р;Сокирянська с/р;Рішення 25 сесії Вінницької обласної ради 5 скликання № 834 від 29 липня 2009 року
26;«Урочище «Грабарка»;заказник;ландшафтний;2,6;Тростянецький район,    с.Ободівка;Ободівська с/р;Рішення 25 сесії Вінницької обласної ради 5 скликання № 834 від 29 липня 2009 року
27;«Урочище «Кручі»;заказник;ландшафтний;13,6;Тростянецький район,    с.Новоободівка;Новоободівська с/р;Рішення 25 сесії Вінницької обласної ради 5 скликання  № 834 від 29 липня 2009 року
28;«Урочище«Стінка»;заказник;ландшафтний;11,1;Теплиць кий р-нТополівська с/р ;Теплиць кий р-нТополівська с/р ;Рішення обл..ради№113834сесії 5скликання від 25.10.10р.
29;«Урочище«Березина»;заказник;ландшафтний;36;Теплицький р-нРосошанська  с/р ;Теплицький р-нРосошанська  с/р ;Рішення обл..ради№113834сесії 5скликання від 25.10.10р.
30;«Урочище«Кесарка»;заказник;ландшафтний;9,8;Теплиць кий р-нКивачівська  с/р ;Теплиць кий р-нКивачівська  с/р ;Рішення обл..ради№113834сесії 5скликання від 25.10.10р.
31;«Урочище«Пропадюще»;заказник;ландшафтний;26,9;Теплицький р-нМаломочульська с/р ;Теплицький р-нМаломочульська с/р ;Рішення обл..ради№113834сесії 5скликання від 25.10.10р.
32;«Урочище«Савранський ліс»;заказник;ландшафтний;45,3;Теплиць кий р-нМаломочульська с/р ;Теплиць кий р-нМаломочульська с/р ;Рішення обл..ради№113834сесії 5скликання від 25.10.10р.
33;«Урочище«Бурлацький ліс»;заказник;ландшафтний;57,8;Теплиць кий р-нОрлівська с/р ;Теплиць кий р-нОрлівська с/р ;Рішення обл..ради№113834сесії 5скликання від 25.10.10р.
34;«Урочище«Малий Довжок»;заказник;ландшафтний;22,3;Теплиць кий р-нБрідоцька с/р ;Теплиць кий р-нБрідоцька с/р ;Рішення обл..ради№113834сесії 5скликання від 25.10.10р.
35;«Урочище«Великий Довжок»;заказник;ландшафтний;75,9;Теплиць кий р-нСоболівська с/р ;Теплиць кий р-нСоболівська с/р ;Рішення обл..ради№113834сесії 5скликання від 25.10.10р.
36;«Урочище«Дубина»;заказник;ландшафтний;7;Теплиць кий р-нСоболівська с/р ;Теплиць кий р-нСоболівська с/р ;Рішення обл..ради№113834сесії 5скликання від 25.10.10р.
37;«Урочище«Білашків»;заказник;ландшафтний;82,2;Теплиць кий р-нСоболівська с/р ;Теплиць кий р-нСоболівська с/р ;Рішення обл..ради№113834сесії 5скликання від 25.10.10р.
38;«Урочище«Яструб»;заказник;ландшафтний;94,6;Теплиць кий р-нВеликомочульська с/р ;Теплиць кий р-нВеликомочульська с/р ;Рішення обл..ради№113834сесії 5скликання від 25.10.10р.
39;«Урочище«Савранський ліс»;заказник;ландшафтний;49,6;Теплиць кий р-нВеликомочульська  с/р ;Теплиць кий р-нВеликомочульська  с/р ;Рішення обл..ради№113834сесії 5скликання від 25.10.10р.
40;«Стрімкач»;заказник;ландшафтний;10;Могилів-Подільський  р-нс. Кричанівка;Кричанівська с/р;Рішення 34 сесії 5скликання №1138 обласної ради від 25.10.10р
41;«Моївський сад-парк»;заказник;ландшафтний;54,8;Моївська с/р Чернівецький р-н;Моївська с/р;Рішення 34 сесії Вінницької обласної ради 5 скликання № 1138 від 25.10.10р
42;Миска;заказник;ландшафтний;87,7;Тростянецький    р-н              с.Ободівка;Ободівська сільська рада;Рішення 25 сесії Вінницької обласної ради 4 скликання № 1014 від 23.12.05р.
43;Урочище “Луги”;заказник;ландшафтний;11,02;Немирівський р-н, с. Велика Бушинка;Великобушинська сільська рада;Рішення 25 сесії Вінницької обласної ради 4 скликання № 1014 від 23.12.05р.
44;«Межирівські берізки»;заказник;ландшафтний;1,7;Жмеринський район, Рівська с/р;Рівська с/р;Рішення 5 сесії Вінницької обласної ради 6 скликання № 104 від 29.04.11р.
45;«Струмок»;заказник;ландшафтний;2;м.Жмеринка;Жмеринська міська рада;Рішення 5 сесії Вінницької обласної ради 6 скликання № 104 від 29.04.11р.
46;«Корчівка»;заказник;ландшафтний;2;м.Жмеринка;Жмеринська міська рада;Рішення 11 сесії Вінницької обласної ради 6 скликання № 334 від 27.04.12р.
47;«Джерельна діброва»;заказник;ландшафтний;4;м.Жмеринка;Жмеринська міська рада;Рішення 11 сесії Вінницької обласної ради 6 скликання № 334 від 27.04.12р.
48;«Караєцький»;заказник;ландшафтний;60;Мурованокуриловецький р-н Рівненська с/р;Рівненська с/р;"Рішення 27сесії Вінницької обласної ради 6 скликання ""Про оголошення об’єктів природно-заповідного фонду місцевого значення –ландшафтних заказників «Караєцький» та «Яришівська гора»"" № 745від  10жовтня 2014 року"
49;«Яришівська гора»;заказник;ландшафтний;130,2;Мурованокуриловецький р-н Рівненська с/р;Рівненська с/р;"Рішення 27сесії Вінницької обласної ради 6 скликання ""Про оголошення об’єктів природно-заповідного фонду місцевого значення –ландшафтних заказників «Караєцький» та «Яришівська гора»"" № 745від  10жовтня 2014 року"
;Разом заказників ландшафтних;49;;3566,12;;;
1;“Початок”;заказник;гідрологічний ;15,4;Липовецький район, с.Вербівка ;Вербівська сільська рада;Рішення 5 сесії  23 скликання облради  від 29.04.99р. 
2;“Горбовецький”;заказник;гідрологічний ;5;Літинський районс. Горбівці(західніше села);Горбовецька сільська рада;Рішення облвиконкому   № 384 від 18.08.83
3;“Переладино”;заказник;гідрологічний ;180;Муровано-Куриловецький район с. ЖитникиМуровано-Куриловецьке лісництвокв. 13,14;Могилів-Подільський ДЛГ;Рішення облвиконкому №384  від 18.03.83р.
4;“Устя”;заказник;гідрологічний ;0,8;Немирівський  район, с. Медвежа  ;Немирівський  район, Медвежанська сільська рада  ;рішення  № 525  11 сесії 4 скликанн  Вінницької облради  від 19.03.04р.
5;“Осоковий”;заказник;гідрологічний ;7;Немирівський район с.Кірово (на схід); Кіровська сільська рада ;Рішення облвиконкому № 384 від 18.0383, № 371 від29.08.84 
6;“Осична”;заказник;гідрологічний ;173,2;Оратівський район с. Осична в долині р. Стара Живка;Приватне орендне СП“Авангард”;Рішення 5 сесії 23 скликання    облради від 29.04.99
7;“Малоростівський”;заказник;гідрологічний ;35;Оратівський район   с.Мала Ростівка (в долині безіменного струмка)Чагівська сільська рада;Фермерське гсподарство “Агроросток”;Рішення 5 сесії 23 скликання    облради від 29.04.99
8;“Синарна”;заказник;гідрологічний ;27,7;Оратівський районс. СинарнаСтрижаківська сільська рада;Сільськогосподарський кооператив “Світанок” ;Рішення 5 сесії 23 скликання    облради від 29.04.99
9;“Зелені криниці”;заказник;гідрологічний ;26;Погребищенський районЛевківська сільська рада (початок р. Рось);Погребищенський “Райагроліс”;Рішення 11 сесії 23 скликання обласної ради від 17.12 99
10;«Урочище «Демидівська долина»;заказник;гідрологічний ;16;Тростянецький район,    с.Демидівка;Демидівська с/р;Рішення 25 сесії Вінницької обласної ради 5 скликання  № 834 від 29 липня 2009 року
11;«Ревуха»;заказник;гідрологічний ;20;Жмеринський район,Куриловецька с/р;Куриловецька с/р;Рішення 25 сесії Вінницької обласної ради 5 скликання  № 834 від 29 липня 2009 року
12;Опустя;заказник;гідрологічний ;46,8;Козятинський р-н, с.Самгородок;Самгородоцька сільська рада;Рішення 25 сесії Вінницької обласної ради 4 скликання № 1014 від 23.12.05р.
13;«Снивода»;заказник;гідрологічний ;827,66;Хмільницький район – Кривошиївська, Лознянська, Маркушівська, Марянівська, Пустовійтівська, Рибчинецька, Скаржинецька, Сьомаківська, Уланівська с/р;"Кривошиївська, Лознянська, Маркушівська, Мар’янівська, Пустовійтівська, Рибчинецька, Скаржинецька, Сьомаківська та Уланівська с/р;Вінницьке міжрайонне управління водного господарства Басейнового управління водними ресурсами р. Південий Буг; дочірнє сільськогосподарське рибоводне підприємствоУланівський рибцех ПРАТ «СП Вінницярибгосп»";Рішення 5 сесії Вінницької обласної ради 6 скликання № 104 від 29.04.11р.
14;«Рівський»;заказник;гідрологічний ;4,8;Жмеринський район, Рівська с/р;Рівська с/р;Рішення 5 сесії Вінницької обласної ради 6 скликання № 104 від 29.04.11р.
15;«Барський»;заказник;гідрологічний ;230,5;м.Бар;Барська міська рада;Рішення 11 сесії Вінницької обласної ради 6 скликання № 334 від 27.04.12р.
16;"""Водограй""";заказник;гідрологічний ;34;;;"Рішення 16 сесії Вінницької обласної ради 6 скликання ""Про створення нових об`єктів природно-заповідного фонду місцевого значення"" №548 від 20.06.2013 року"
;Разом заказників гідрологічних;16;;1649,86;;;
1;“Лебединий”;заказник;загально-зоологічний;132,2;Жмеринський район ;Потоківська сільська радаТОВ “Рижавське”;Рішення облради 13 сесії 22 скликання 26.12.97р.
2;“Сандрацький”;заказник;загально-зоологічний;498,1;Хмільницький район,  Широко-Гребельська сільська рада( Сандрацьке водосховище);Широко-Гребельська сільська рада;Рішення облради 9 сесії 22 скликання 28.03.97р.
;Разом заказників загально-зоологічних;2;;630,3;;;
1;Тростянецький”;заказник;орнітологічний;75;Тростянецький район смт. Тростянець;Районна рада УТМР;Рішення облвиконкому №525 від 18.12.85р.
2;Мазуровецька дубина”;заказник;орнітологічний;133;Тульчинський район, Печерська сільська рада, Шпиківське лісництво, кв.102, 103 (поблизу с.Печера);Тульчинське лісомисливське господарство;Рішення облвиконкому №371 від 29.08.84р.
;Разом заказників орнітологічних;2;;208;;;
1;«Титусівський ліс»;заказник;ентомологічний;13,3;Козятинський р-нс.Сокілець;ВОКСЛП «Віноблагроліс»;Рішення 25 сесії Вінницької обласної ради 4 скликання  № 1014 від 23.12.05 року
;Разом заказників ентомологічних;1;;13,3;;;
;Всього заказників місцевого значення;119;;11161,43;;;
1;“Ясени”;пам`ятка природи;ботанічна;2,1;Барський  район с.Михайлівці Ялтушківське лісництво кв.36 д.3 ;Жмеринський ДЛГ;Рішення облвиконкому від 18.08.83р. №384
2;Алея модрини європейської;пам`ятка природи;ботанічна;3,2;Барський районс. Мальчівці  Барське лісництво кв.62. в.3, кв.63.в.4, кв.64.в.6, кв.65.в.9,кв.66.в.2.;Жмеринський ДЛГ;Рішення облвиконкому від 29.08.84р. №371
3;Алея дуба червоного;пам`ятка природи;ботанічна;1;Барський район с. Підлісний Ялтушків;Агрофірма “Маяк”;Рішення облвиконкому від29.08.84р. №371
4;Дуб-велетень;пам`ятка природи;ботанічна;0,01;Бершадська міська рада, м.Бершадь(територія міського парку культури і відпочинку);Бершадський міськомунгосп;Рішення облвиконкому від 29.08.84р. №371
5;Віковий дуб (5 екземплярів);пам`ятка природи;ботанічна;0,05;Бершадський  район Сумівське лісництвокв.15( в 3-х км від села Сумівка в.10);Бершадський ДЛГ;Рішення облвиконкому від 29.08.84р. №371
6;Сумівська дубина;пам`ятка природи;ботанічна;1,4;Бершадський районс. Сумівка  Сумівське лісництво кв.12, діл.11;Бершадський ДЛГ;Рішення облвиконкому від 18.08.83 р. № 384 і 29.08.84р. № 371
7;Вікові ялини;пам`ятка природи;ботанічна;0,05;Бершадський районСумівське лісництвокв.15 ( в 3-х км від с. Сумівка);Бершадський ДЛГ;Рішення облвиконкому від 29.08.84р. № 371
8;“Круглиця”;пам`ятка природи;ботанічна;3,6;Вінницький район,Стрижавська сільська радаЯкушинецьке  лісництвокв.37, діл.5;Вінницьке державне лісомисливське господарство;Рішення облвиконкому від 22.06.72р. № 335 та рішення від 29.08.84р.№ 371. 
9;“Маленька біданка”;пам`ятка природи;ботанічна;1,5;Вінницький район, Стрижавська сільська рада,Якушинське лісництво, кв.27, д.10;Вінницьке державне лісомисливське господарство;Рішення облвиконкому від 29.08.84р. №371
10;Одинокий дуб;пам`ятка природи;ботанічна;0,01;Вінницький район Якушинецька сільська рада, Якушинецьке лісництво кв.65, д.17;Вінницьке державне лісомисливське господарство;Рішення облвиконкому від 13.05.64р. № 187 та рішення від 29.08.84 № 371
11;“Кабачок”;пам`ятка природи;ботанічна;3,5;Вінницький район, Стрижавська сільська рада,Михайлівське лісництво, кв.36, д.3;Вінницьке державне лісомисливське господарство;Рішення облвиконкому від 13.05.64р. № 187 та рішення від 29.08.84 № 371
12;“Горішина”;пам`ятка природи;ботанічна;1;Вінницький районМізяківсько-Хуторська  сільська рада Якушинецьке лісництво кв.19, д.4;Вінницьке державне лісомисливське господарство;Рішення облвиконкому від 18.08.83р. №384
13;Культура горіха чорного;пам`ятка природи;ботанічна;1;Вінницький район, Якушинецька сільська рада, Якушинецьке лісництво кв.54, д.9;Вінницьке державне лісомисливське господарство;Рішення облвиконкому від 18.08.83р. №384
14;Еталонна діброва;пам`ятка природи;ботанічна;1,3;Вінницький район, Якушинецька сільська рада, Якушинецьке лісництво кв.72 д.4;Вінницьке державне лісомисливське господарство;Рішення облвиконкому від 18.08.83р. №384
15;Горіховий гай;пам`ятка природи;ботанічна;5,3;Вінницький район, Мізяківсько-Хуторська  сільська рада, Якушинецьке лісництво кв.3, д.3;Вінницьке державне лісомисливське господарство;Рішення облвиконкому від 18.08.83р. №384
16;Горіх грецький;пам`ятка природи;ботанічна;0,1;Вінницький район, Якушинецька сільська рада, Якушинецьке лісництво кв.59, д.7;Вінницьке державне лісомисливське господарство;Рішення облвиконкому від 18.08.83р. №384
17;Горіх маньчжурський;пам`ятка природи;ботанічна;0,5;Вінницький район, Якушинецька сільська рада, Якушинецьке лісництво кв.69, д.10;Вінницьке державне лісомисливське господарство;Рішення облвиконкому від 18.08.83р. №384
18;Горіх чорний;пам`ятка природи;ботанічна;0,9;Вінницький район, Якушинецька сільська рада, Якушинецьке лісництво кв.69, д.13;Вінницьке державне лісомисливське господарство;Рішення облвиконкому від 18.08.83р. №384
19;Діброва;пам`ятка природи;ботанічна;4,3;Вінницький район, Комарівська сільська рада, Вороновицьке лісництво, кв.15, д.5;Вінницький лісо - виробничий комплекс;Рішення облвиконкому від 18.08.83р. №384
20;Вороновицька горішина;пам`ятка природи;ботанічна;1,2;Вінницький район, Комарівська сільська рада, Вороновицьке лісництво, кв.15, д.9;Вінницький лісо - виробничий комплекс;Рішення облвиконкому від 18.08.83р. №384
21;Вороновицька дубина;пам`ятка природи;ботанічна;2,4;Вінницький район, Комарівська сільська рада, Вороновицьке лісництво, кв.9, д.19;Вінницький лісо - виробничий комплекс;Рішення облвиконкому від 18.08.83р. №384
22;Бук європейський;пам`ятка природи;ботанічна;0,3;Вінницький район, Стрижавська сільська рада,Михайлівське лісництво, кв.40, д.5;Вінницьке державне лісомисливське господарство;Рішення облвиконкому від 18.08.83р. №384
23;Сосна кримська;пам`ятка природи;ботанічна;0,3;Липовецький район, Турбівське лісництво, кв.45, д.19;Вінницький лісовиробничий комплекс;Рішення облвиконкому від 18.08.83р. №384
24;Михайлівська бучина;пам`ятка природи;ботанічна;0,1;Вінницький район, Стрижавська сільська рада,Михайлівське лісництво, кв.37, д.12;Вінницьке державне лісомисливське господарство;Рішення облвиконкому від 18.08.83р. №384
25;Прибузька горішина;пам`ятка природи;ботанічна;2,3;Вінницький район, Прибузьке лісництво, кв.18, д.13;Вінницький лісо-виробничий комплекс;Рішення облвиконкому від 29.09.84р. №371
26;Якушинецька бучина;пам`ятка природи;ботанічна;2,2;Вінницький район, Мізяківсько-Хутірська  сільська рада, Якушинецьке лісництво кв.78, д.18;Вінницьке державне лісомисливське господарство;Рішення облвиконкому від 29.09.84р. №371
27;Басаличівська дубина;пам`ятка природи;ботанічна;5,3;Гайсинський район, Жерденівська сільська рада, Басаличівське лісництво, кв.87 діл. 8;Гайсинський ДЛГ;Постанова Ради Міністрів УР від 28.10.74р. №500
28;Гайсинська горішина;пам`ятка природи;ботанічна;1;Гайсинський район, Гранівська сільська рада, Гайсинське лісництво, кв.23 діл. 6;Гайсинський ДЛГ;Постанова Ради Міністрів УР від 28.10.74р. №500
29;Продуктивна дубина;пам`ятка природи;ботанічна;1,9;Гайсинський район, Михайлівська сільська рада, Гайсинське лісництво, кв.52 діл. 10;Гайсинський ДЛГ;Постанова Ради Міністрів УР від 28.10.74р. №500
30;Еталонна діброва;пам`ятка природи;ботанічна;3,3;Гайсинський район, Михайлівська сільська рада, Гайсинське лісництво, кв.70 діл. 7;Гайсинський ДЛГ;Постанова Ради Міністрів УР від 28.10.74р. №500
31;Ситковецька горішина;пам`ятка природи;ботанічна;0,8;Гайсинський районСитковецьке лісництво кв. 34, діл. 4;Гайсинський ДЛГ;Рішення облвикон-кому № 371 від 29.08.84 р.
32;Ситковецькі буки;пам`ятка природи;ботанічна;0,7;Гайсинський район, Носовецька сільська рада, Ситковецьке лісництво, кв.40 діл. 20;Гайсинський ДЛГ;Рішення облвиконкому від 29.08.84р. № 371
33;Горіхи-екзоти;пам`ятка природи;ботанічна;0,4;Гайсинський район, Носовецька сільська рада, Ситковецьке лісництво, кв.40 діл. 28;Гайсинський ДЛГ;Рішення облвиконкому від 29.08.84р. № 371
34;Гайсинська діброва;пам`ятка природи;ботанічна;8,8;Гайсинський район, Михайлівська сільська рада, Гайсинське лісництво, кв.70 діл. 6, кв.71 діл.14;Гайсинський ДЛГ;Рішення облвиконкому від 29.08.84р. № 371
35;Вікові дуби;пам`ятка природи;ботанічна;0,07;Жмеринський район, Коростовецька сільська рада, Жмеринське лісництво, кв.60 діл.6 ;Жмеринський ДЛГ;Рішення облвиконкому від 14.05.64р. №187 та облради 9 сесії 
36;Стодульські платани;пам`ятка природи;ботанічна;0,06;Жмеринський район с. Стодульці (на території середньої школи) ;ТОВ “Плани”;Рішення облвиконкому від 29.08.84р. № 371
37;«Дуб І.Богуна»;пам`ятка природи;ботанічна;0,01;Іллінецький р-нКальницька с/р;Кальницька с/р;Рішення 34сесії 5скликання№ 1138
38;Група дерев липи Мішо;пам`ятка природи;ботанічна;0,03;Жмеринський район, Жмеринська міська рада м. Жмеринка, вул. Фрунзе, 45;Жмеринське управління житлово-комунального господарства;Рішення облвиконкому від 29.08.84р. № 371
39;Кедр сибірський;пам`ятка природи;ботанічна;0,01;Жмеринський район, Носівецька сільська рада, с.Носівці;Носівецька СШ;Рішення облвиконкому від 29.08.84р. № 371
40;Бук червонолистий;пам`ятка природи;ботанічна;0,01;Жмеринський район, Носівецька сільська рада, с.Носівці;Носівецька СШ;Рішення облвиконкому від 29.08.84р. № 371
41;Ясен плакучий;пам`ятка природи;ботанічна;0,01;Жмеринський район, Носівецька сільська рада, с.Носівці;Носівецька СШ;Рішення облвиконкому від 29.08.84р. № 371
42;Бук плакучий;пам`ятка природи;ботанічна;0,01;Жмеринський район, Носівецька сільська рада, с.Носівці;Носівецька СШ;Рішення облвиконкому від 29.08.84р. № 371
43;Віковий дуб;пам`ятка природи;ботанічна;0,01;Іллінецький район, Васильківська сільська рада, Дашівське лісництво кв.35 діл. 12;Дашівське лісомисливське господарство;Рішення облвиконкому від 29.08.84р. № 371
44;Вікові дуби;пам`ятка природи;ботанічна;0,03;Козятинський район, Козятинська сільська рада,Козятинське лісництво кв. 10 діл. 10, 12,17;Хмільницький ДЛГ;Рішення облвиконкому від 29.08.84р. № 371
45;Бук західний;пам`ятка природи;ботанічна;0,01;Козятинський район,Козятинська сільська рада,  Козятинське лісництво кв. 10 діл. 10, 12,17;Хмільницький ДЛГ;Рішення облвиконкому від 29.08.84р. № 371
46;Сосна веймутова;пам`ятка природи;ботанічна;0,01;Козятинський район, Зозулинецька сільська рада, с. Зозулинці;СВК  “Хлібороб”;Рішення облвиконкому від 29.08.84р. № 371
47;Ялина срібляста;пам`ятка природи;ботанічна;0,01;Козятинський район, Кашперівська сільська рада, с.Кашперівка;Кашперівський дитячий тубсанаторій“Лісова пісня”;Рішення облвиконкому від 29.08.84р. № 371
48;Софора японська;пам`ятка природи;ботанічна;0,01;Козятинський район, Зозулинецька сільська рада, с. Зозулинці;СВК “Хлібороб”;Рішення облвиконкому від 29.08.84р. № 371
49;Бук європейський ;пам`ятка природи;ботанічна;0,01;Літинський район, Уладівська сільська рада, Уладівське лісництво ,кв.67 поблизу с.Гущинці;Хмільницький ДЛГ;Рішення облвиконкому від 29.08.84р. № 371
50;Вікові сосни;пам`ятка природи;ботанічна;0,03;Літинський район, Уладівська сільська рада, Літинське лісництво ,кв.28 діл.1;Хмільницький ДЛГ;Рішення облвиконкому №335 від 22.06.72.та 29.08.84р. № 371
