№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
163.;Липова алея;пам`ятка природи;ботанічна;2,8;В центрі с. Баламутівка Ярмолинецького району.;Баламутівська сільська рада;Рішенням 11 сесії обласної ради від 30.03.2004 р. № 22-11/2004
164.;Біогрупа екзотичних дерев;пам`ятка природи;ботанічна;0,5;с. Стріхівці Ярмолинецького району.;Стріховецька сільська рада;Розпорядженням облвиконкому від 22.10.1969 р. № 358-р
165.;Дуб звичайний;пам`ятка природи;ботанічна;0,1;Урочище Загинці. Подвір’я Михайлівського лісництва;ДП «Ярмолинецький лісгосп».;Розпорядження облвиконкому від 11.06.1970.р №156-р”Б”
166.;Дуб звичайний;пам`ятка природи;ботанічна;0,1;Михайлівське лісництво кв 20 діл 14 Ярмолинецького ДЛГ..;ДП «Ярмолинецький лісгосп».;Розпорядження облвиконкому від 11.06.1970.р №156-р”Б”
167.;Берека лікарська;пам`ятка природи;ботанічна;0,01; За 2,5 км. на південь від с. Куча Новоушицького р-ну ;СЛМП „Поділля”;Рішенням 8 сесії облради від 1.11.1996.р №2
168.;Дуб черешчатий;пам`ятка природи;ботанічна;0,4;Лісовий масив на південно-західній околиці с. Антонівка Новоушицького р-ну;СЛМП „Поділля”;Рішенням 8 сесії облради від 1.11.1996.р №2
169.;Софора японська;пам`ятка природи;ботанічна;0,02;Струзьське л-во, кв.14, вид. 29;ДП „Новоушицький лісгосп;Рішенням 17 сесії облради від 17.12.1993.р № 3
170.;Берека лікарська;пам`ятка природи;ботанічна;0,02;Новоушицький декоративний розсадник  кв. 1 вид. 30.;ДП „Новоушицький лісгосп”;Рішенням 17 сесії облради від 17.12.1993.р № 3
171.;Дуб звичайний;пам`ятка природи;ботанічна;0,1;Струзьське  л-во кв.  36 вид. 7;ДП „Новоушицький лісгосп”;Рішенням 17 сесії облради від 17.12.1993.р № 3
172.;Сосна чорна;пам`ятка природи;ботанічна;0,02;Смт. Нова Ушиця вул. Л.Україники;Новоушицька селищна рада;Рішенням 17 сесії облради від 17.12.1993.р № 3
173.;Сосна чорна;пам`ятка природи;ботанічна;0,2;Смт. Нова Ушиця парк культури та відпочинку;Новоушицька селищна рада;Рішенням 17 сесії облради від 17.12.1993.р № 3
174.;Дуб звичайний;пам`ятка природи;ботанічна;0,01;Смт. Нова Ушиця парк культури та відпочинку;Новоушицька селищна рада;Рішенням 17 сесії облради від 17.12.1993.р № 3
175.;Берека звичайна;пам`ятка природи;ботанічна;0,02;Смт. Нова Ушиця парк культури та відпочинку;Новоушицька селищна рада;Рішенням 17 сесії облради від 17.12.1993.р № 3
176.;Дуб черешчатий ;пам`ятка природи;ботанічна;0,2;Струзьське л-во, кв.24, вид. 6;ДП „Новоушицький лісгосп;Розпорядженням облвиконкому від 11.06.1970 року № 156-р «б»
177.;Дубинка;пам`ятка природи;ботанічна;8,1;Територія відноситься до лісо-паркової зони смт. Понінка;Понінківська селищна рада;Рішенням виконкому обласної Ради народних депутатів від 26.10.90р. №194
178.;Дуб скельний;пам`ятка природи;ботанічна;0,1;М. Кам.-Подільський вул.. Л.Українки та Драгоманова,  ;УЖКГ м. Кам.-Подільського;Рішення 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007Розширено площу рішенням 24 сесії обласної ради від 18.11.2009 р. № 20-24/2009
179.;Дуб скельний;пам`ятка природи;ботанічна;0,01;М. Кам.-Подільський по вул.. Галицького, 3;УЖКГ м. Кам.-Подільського;Рішення 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007
180.;Софора японська;пам`ятка природи;ботанічна;0,01;М. Кам.-Подільський на розі вул.. Зарванської та Петропавловської , по вул..  Татарській, 7;УЖКГ м. Кам.-Подільського;Рішення 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007
181.;Горіх чорний;пам`ятка природи;ботанічна;0,01;М. Кам.-Подільський, сквер «Водойма» по вул.. Уральській;УЖКГ м. Кам.-Подільського;Рішення 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007
182.;Біогрупа;пам`ятка природи;ботанічна;0,01;М. Кам.-Подільський, сквер ім. Васильєва, по вул. Соборній;УЖКГ м. Кам.-Подільського;Рішення 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007
183.;Софора японська;пам`ятка природи;ботанічна;0,01;М. Кам.-Подільський по вул. Огієнко, 42;УЖКГ м. Кам.-Подільського;Рішення 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007
184.;Софора японська;пам`ятка природи;ботанічна;0,01;М. Кам.-Подільський, сквер ім. Васильєва, по вул... Соборній;УЖКГ м. Кам.-Подільського;Рішення 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007
185.;Біогрупа ялини колючої;пам`ятка природи;ботанічна;0,2;Зі східної сторони парку-пам’ятки садово-паркового мистецтва ЗДЗ «Антонінський» смт. Антоніни Красилівського р-ну;Антонівська селищна рада;Рішення 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007
186.;Каштаново-кленова алея ;пам`ятка природи;ботанічна;1,5;Напроти центрального входу до парку-пам’ятки садово-паркового мистецтва ЗДЗ «Антонінський» смт. Антоніни Красилівського р-ну;Антонінська селищна рада;Рішення 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007
187.;Вільхові насадження;пам`ятка природи;ботанічна;10,6;Лісовий масив СГЛКП «Лісовик» Дунаєвецького району кв. 4 діл. 2;СГЛКП «Лісовик» Дунаєвецького району;Рішення 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007
188.;Дуб черешчатий;пам`ятка природи;ботанічна;12,8;Ярмолинецьке лісництво кв. 49 вид. 17;ДП «Ярмолинецький лісгосп»;Рішення 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007
189.;Дубина;пам`ятка природи;ботанічна;25;За 1 км. на південний схід від с. Карпівці;ДП „Хмельницьке лісомисливське господарство”;Рішенням 24 сесії обласної ради від 18.11.2009 р. № 20-24/2009
190.;Дуб звичайний;пам`ятка природи;ботанічна;0,01;М. Кам’янець-Подільський в сквері ім.. Васильєва;ДЖПДІ м. Кам.-Подільського;Рішенням 24 сесії обласної ради від 18.11.2009 р. № 20-24/2009
191.;Дуб звичайний;пам`ятка природи;ботанічна;0,01;М. Кам’янець-Подільський парк Танкістів;ДЖПДІ м. Кам.-Подільського;Рішенням 24 сесії обласної ради від 18.11.2009 р. № 20-24/2009
192.;Дуб звичайний;пам`ятка природи;ботанічна;0,01;М. Кам’янець-Подільський вул.. Шевченка, 61 ;ДЖПДІ м. Кам.-Подільського;Рішенням 24 сесії обласної ради від 18.11.2009 р. № 20-24/2009
193;Клен звичайний;пам`ятка природи;ботанічна;0,01;м. Кам’янець-Подільський вул. Огієнка, 89;ДЖПДІ м. Кам.-Подільського;
194;Дуб звичайний;пам`ятка природи;ботанічна;0,1;м. Кам’янець-Подільський вул. Франка, 9;ДЖПДІ м. Кам.-Подільського;
195;Ясен американський;пам`ятка природи;ботанічна;0,02;м. Кам’янець-Подільський вул. Огієнка, 84;ДЖПДІ м. Кам.-Подільського;
196;Липа серцелиста;пам`ятка природи;ботанічна;0,02;м. Кам’янець-Подільський вул. Огієнка, 93,95;ДЖПДІ м. Кам.-Подільського;
197;Дуб звичайний;пам`ятка природи;ботанічна;0,02;м. Кам’янець-Подільський вул. Данила Галицького, 15;ДЖПДІ м. Кам.-Подільського;
198;Берека Глоговіна;пам`ятка природи;ботанічна;0,1;м. Кам’янець-Подільський вул.Л. Україники, 74;ДЖПДІ м. Кам.-Подільського;
199;Берека Глоговіна;пам`ятка природи;ботанічна;0,2;м. Кам’янець-Подільський вул.Гагаріна (на територіх КПНУ ім. Огієнка);ДЖПДІ м. Кам.-Подільського;
