№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
213;Стрільницьке;заказник;гідрологічний;180;Бахмацький район,                                   с. Стрільники  ;Стрільницька сільська рада Бахмацького району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                                          рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                           рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
214;Ступник;заказник;гідрологічний;137;Бахмацький район,                                    с.с. Голінка, Григорівка ;Голінська сільська рада Бахмацького району;рішення Чернігівської обласної ради від 14.05.1999 року
215;Тиницько-Курінівське;заказник;гідрологічний;405;Бахмацький район,                                    с.с. Курінь, Тиниця,                               Халимонове ;Тиницька, Халимонівська, Курінська сільські ради Бахмацького району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                                          рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                           рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
216;Халімонове;заказник;гідрологічний;14;Бахмацький район,                               кв. 23,39 Батуринського лісництва;"ДП ""Борзнянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                           рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
217;Біле;заказник;гідрологічний;304;Бобровицький район,                          кв. 47, 48, 62, 63, 75, 76, 64 Кобижчанського лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
218;"Болото ""Супій""";заказник;гідрологічний;209;Бобровицький район,                               с. Новий Биків ;Новобиківська сільська рада Бобровицького району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                          рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
219;Бурчак;заказник;гідрологічний;113;Бобровицький район,                              с.с. Кобижча, Браниця  ;Браницька, Кобижчанська сільські ради Бобровицького району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                                       рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
220;Велике;заказник;гідрологічний;23;Бобровицький район,                          кв. 41-43 Коляжинського лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
221;Грабівське;заказник;гідрологічний;137;Бобровицький район,                           кв. 42-44, 57-61, 71 Кобижчанського лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
222;Грабівщина;заказник;гідрологічний;43;Бобровицький район,                           кв. 63, 64 Кобижчанського лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
223;Зміїне;заказник;гідрологічний;15;Бобровицький район,                        кв. 42, 43 Кобижчанського лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
224;Кімове;заказник;гідрологічний;18;Бобровицький район,                          кв. 41, 53, 54 Новоселицького лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
225;Козарське;заказник;гідрологічний;43;Бобровицький район,                        кв. 66, 82, 83 Кобижчанського лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
226;Лелечине;заказник;гідрологічний;13;Бобровицький район,                             кв. 25, 33 Новоселицького лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
227;Окське;заказник;гідрологічний;25;Бобровицький район,                              кв. 50, 51 Кобижчанського лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
228;Подаровське;заказник;гідрологічний;17;Бобровицький район,                          кв. 8,9 Новоселицького лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
229;Свидовецький;заказник;гідрологічний;893;Бобровицький район,                              с.с. Свидовець, Веприк, Вороньки, Новий Биків  ;Свидовецька, Веприківська, Вороньківська, Новобиківська сільсьіа ради Бобровицького району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                          рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
230;Старобасанське;заказник;гідрологічний;278;Бобровицький район,                                    с.с. Стара Басань, Ярославка  ;Ярославська сільська рада Бобровицького району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                          рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
231;Студачкове;заказник;гідрологічний;22;Бобровицький район,                           кв. 10 Новоселицького лісництва;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
232;Турчинове;заказник;гідрологічний;14;Бобровицький район,                       кв. 37-38 Коляжинського лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
233;Черепаха;заказник;гідрологічний;29;Бобровицький район,                            кв. 4, 50 Кобижчанського лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
234;Бабакове;заказник;гідрологічний;12;Борзнянський район,                                   кв. 16 Борзнянського лісництва ;"ДП ""Борзнянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                               рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
235;Бідновщина;заказник;гідрологічний;11;Борзнянський район,                            кв. 120-121, 123 Берестовецького лісництва ;"ДП ""Борзнянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                               рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
236;Борнище;заказник;гідрологічний;18;Борзнянський район,                           кв. 13-14, 24-25 Борзнянського лісництва ;"ДП ""Борзнянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                               рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
237;Гнилиця;заказник;гідрологічний;11;Борзнянський район,                            кв. 32 Берестовецького лісництва ;"ДП ""Борзнянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                               рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
238;Кисличне;заказник;гідрологічний;17;Борзнянський район,                               кв. 8, 18 Борзнянського лісництва;"ДП ""Борзнянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                               рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
239;Лебединське;заказник;гідрологічний;184;Борзнянський район,                              с. Степанівка  ;Степанівська сільська рада Борзнянського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                            рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
240;Мялине;заказник;гідрологічний;102;Борзнянський район,                            кв. 18, 19, 28-31, 37 Борзнянського лісництва ;"ДП ""Борзнянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                               рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
241;Оривцьове;заказник;гідрологічний;12;Борзнянський район,                            кв. 9, 10 Борзнянського лісництва ;"ДП ""Борзнянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                               рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
242;Пайка-Кривча;заказник;гідрологічний;216;Борзнянський район,                                с.с. Прачі, Високе  ;Прачівська, Височанська сільські ради Борзнянського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                            рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
243;Плютине;заказник;гідрологічний;10;Борзнянський район,                            кв. 26 Берестовецького лісництва ;"ДП ""Борзнянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                               рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
244;Поповичове;заказник;гідрологічний;11;Борзнянський район,                             кв. 122, 124, 125 Берестовецького лісництва ;"ДП ""Борзнянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                               рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
245;Прохоренків острів;заказник;гідрологічний;33;Борзнянський район,                               с. Кинашівка  ;Борзнянська міська рада;"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                               рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
246;Синичне;заказник;гідрологічний;10;Борзнянський район,                         кв. 45, 46 Берестовецького лісництва ;"ДП ""Борзнянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                               рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
247;Смолянське;заказник;гідрологічний;15;Борзнянський район,                        кв. 36, 43, 44 Берестовецького лісництва ;"ДП ""Борзнянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                               рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
248;Сорока;заказник;гідрологічний;50;Борзнянський район,                              с. Забілівщина  ;Борзнянська міська рада;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                            рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
249;Топило;заказник;гідрологічний;108;Борзнянський район,                               с. Сидорівка  ;Ховмівська сільська рада Борзнянського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                            рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                               рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
250;Федорове;заказник;гідрологічний;14;Борзнянський район,                           кв. 22-23 Борзнянського лісництва;"ДП ""Борзнянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                               рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
251;Чорторій;заказник;гідрологічний;12;Борзнянський район,                             кв. 121, 122, 124 Берестовецького лісництва ;"ДП ""Борзнянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                               рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
252;Антонівський;заказник;гідрологічний;704;Варвинський район,                                с. Антонівка  ;Антонівська сільська рада Варвинського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                            рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
253;Гнідинцівське;заказник;гідрологічний;40;Варвинський район,                                  с. Гнідинці, смт. Варва  ;Варвинська селищна рада;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                            рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
254;Кут;заказник;гідрологічний;36;Варвинський район,                                 кв. 4, 61 Варвинського лісництва ;"ДП ""Прилуцьке лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
255;Леляківський;заказник;гідрологічний;43;Варвинський район,                                 с. Леляки  ;Варвинська селищна рада;"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
256;Полівщина;заказник;гідрологічний;577;Варвинський район                              смт. Варва;Варивнська селищна рада;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                            рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
257;Сага;заказник;гідрологічний;38;Варвинський район,                            кв. 48 Варвинського лісництва ;"ДП ""Прилуцьке лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
258;"Урочище ""Рим""";заказник;гідрологічний;97;Варвинський район                                 с. Мармизівка  ;Мармизівська сільська рада Варвинського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                            рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
