№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
92.   ;«Цілинна ділянка»;заказник;ботанічний;249;Мелітопольський район, лівий берег р.Молочна, на південний захід від с. Константинівка;Костянтинівська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
93.   ;«Юрківська гора»;заказник;ботанічний;373;Оріхівський р-н, кв.№№1-3, 5-7 Оріхівське лісництво;ДП « Пологівське лісомисливське гоподарство»;Рішення Запорізького облвиконкому від 28.05.1980р. №253
94.   ;«Цілинна ділянка»;заказник;ботанічний;10;Мелітопольський район, біля с.Мордвиновка;Мордвинівська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
95.   ;«Цілинна ділянка»;заказник;ботанічний;502;Мелітопольський район, пойма р.Молочна, околиця с. Мордвинівка;Мордвинівська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
96;"""Грушева балка""";заказник;ботанічний;52,1;;;Рішення Запорізької  обласної ради від 28.03.2013 №31
97;"""Роздольненська цілинна балка""";заказник;ботанічний;53,8;;;Рішення Запорізької  обласної ради від 30.05.2013 №20
98;"""Балка Дорожнянська""";заказник;ботанічний;56;;;Рішення Запорізької  обласної ради від 31.10.2013 №15
99;«Балка Зразкова»;заказник;ботанічний;53;Михайлівський район, на території Старобогданівської сільської ради;Михайлівська РДА;Рішення Запорізької обласної ради від 05.07.2011 №11
99;Разом заказників ботанічних;99;;3025,2;;;
1;«Ділянка цілини»;заказник;ентомологічний;2;Куйбишевський р-н, біля с.Сміле, балка «Янчур»;Смілевська сільська рада;Рішення Запорізького облвиконкому від 25.09.1984р. №315
