№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
Території та об`єкти ПЗФ загальнодержавного значення;;;;;;;
14;Климівський;заказник;ландшафтний;415;Карлівський р-н, с. Климівка, Карлівське л-во, кв. 33-49;ДП “Новосанжарський  лісгосп”;Рішення облради від 28.02.95
15;Красноперівка;заказник;ландшафтний;317;Карлівський р-н, околиці м. Карлівки Карлівське л-во, кв. 14-23;ДП “Новосанжарський  лісгосп”;Рішення облради від 28.02.95
16;Жукове;заказник;ландшафтний;100;Кобеляцький р-н, с. Сухинівка;Сухинівська с/р;Рішення облради від 27.10.94
17;Перегонівський;заказник;ландшафтний;150;Кобеляцький р-н, с. Перегонівка;Підгорянська с/р – 105 га, Кіровська с/р – 45 га;Рішення облради від 27.10.94
18;Шарівка;заказник;ландшафтний;254;Кобеляцький р-н, між с. Кунівка і  м. Кобеляки, Кобеляцьке л-во, кв. 30-36, 103;ДП “Кременчуцький лісгосп”;Рішення облради від 20.12.93
19;Ревущине;заказник;ландшафтний;616;Кобеляцький р-н, с. Ревущине;Дашківська с/р;Рішення облради від 12.02.99
20;Пашене;заказник;ландшафтний;518;Козельщинський р-н, с. Пашенівка, Радянське л-во, кв. 26-31, 32. вид. 1-15;ДП “Кременчуцький лісгосп”;Рішення облради від 27.10.94
21;Хорішки;заказник;ландшафтний;735;Козельщинський р-н,  с. Хорішки, Радянське л-во, кв. 12-25;ДП “Кременчуцький лісгосп”;Рішення облради від 27.10.94
22;Садочки;заказник;ландшафтний;300;Котелевський р-н, с. Діброва;Козлівщинська с/р;Рішення облради від 20.12.93
23;Великий і Малий лиман;заказник;ландшафтний;383,1;Котелевський р-н, околиці с. Борівське, між селами Милорадове та Гетьманка, Борівське л-во, кв. 57-61, 69-71, 77 (вид. 13), 78 (без вид. 14), 79, 86;ДП “Полтавський лісгосп” – 320,8 га,   Милорадівська с/р – 49,8 га,  Микілківська с/р – 12,5 га;Рішення облради від 15.08.03
24;Балка  Широка;заказник;ландшафтний;383;Кременчуцький р-н, с. Підгірне, Крюківське л-во, кв. 30-36;ДП “Кременчуцький лісгосп”;Рішення облради від 27.10.94
25;Романиха;заказник;ландшафтний;12,1;Лохвицький р-н, с. Романиха;Яхниківська с/р;Рішення облради від 23.03.05
26;Панський маєток;заказник;ландшафтний;62;Лохвицький р-н, с. Свиридівна (пд-сх околиці), кв. 5 уч. 17 діл. 1-19, 26, 27;Полтавське державне лісогосподарське підприємство „Полтаваоблагроліс”;Рішення облради від 06.09.07
27;Усть-Лип’янка;заказник;ландшафтний;1278,3;Машівський р-н, між селами Усть-Лип’янка та Коновалівка, Карлівське л-во, кв. 65_-68_;ДП “Новосанжарський лісгосп” – 149 га,  Коновалівська с/р – 1051 га, Павлівська с/р – 78,3 га;Рішення облради  від 27.10.94, рішення облради  від 14.01.02
28;Осове;заказник;ландшафтний;65;Миргородський р-н, між селами Осове і Носенки;ДП “Миргородський лісгосп” – 57,7 га, Слобідська с/р – 7,3 га;Рішення облради від 27.10.94
29;Урочище ‘‘Березовий гай’’;заказник;ландшафтний;63,9;м. Миргород;ЗАТ ЛОЗ “Миргородкурорт”;Рішення облради від 12.02.99
30;Ярмаківський;заказник;ландшафтний;1053,6;Миргородський р-н, Пд-зх околиця  м. Миргород в напрямку сіл Гаркушинці -Рибальське - Єрки;Петрівцівська с/ р – 54,4 га, Гаркушинська с/р – 426,8 га, Шахворостівська с/р – 76,8 га, Ярмаківська с/р – 495,6 га;Рішення облради від 06.09.07
31;Новосанжарський;заказник;ландшафтний;1112;Новосанжарський р-н, Новосанжарське л-во, кв. 1-4, 6, 11, 13, 15-25, 42;ДП “Новосанжарський лісгосп”;Рішення облради від 27.10.94
32;Маячківський;заказник;ландшафтний;1436,3;Новосанжарський р-н, с. Велика Маячка, правий берег р. Оріль, Новосанжарське л-во, кв. 36-41;Маячківська с/р – 765,5 га, ДП “Новосанжарський лісгосп” – 670,8 га;Рішення облради від 27.10.94, рішення облради  від 14.01.02
33;Онишківський;заказник;ландшафтний;655;Оржицький р-н,  с. Онішки,  кв. 3 вид. 5-11 (61,1 га);Онішківська с/р – 593,9 га Оржицьке міжгосподарське лісництво - 61,1 га;Рішення облради від 04.09.95
34;Кротенківський;заказник;ландшафтний;28,5;Полтавський р-н, с. Кротенки, Диканське л-во, кв. 2 вид. 12, 15;"Пансіонат ""Кротенківський"" ЗАТ ""Полтаватурист"" – 17 га,  ДП “Диканське досвідне лісомисливське госп-во” – 10 га, “ВАТ "" Полтавське "" – 1, 5 га";Рішення облради від 27.10.94
35;Гарячківський  ліс;заказник;ландшафтний;365,8;Решетилівський р-н, околиці сіл  Прокопівка, Білоконі, Решетилівське л-во, кв. 12, 13;ДП “Новосанжарський лісгосп” – 160,2 га, Решетилівська сел/р – 182,6 га, Лобачівська с/р – 23,0 га;Рішення облради від 29.04.93
36;Кузьменки;заказник;ландшафтний;269,5;Решетилівський р-н, с. Кузьменки;Кукобівська с/р;Рішення облради від 28.02.95
37;Щербаки;заказник;ландшафтний;289,2;Решетилівський р-н, між селами Голуби, Дмитренки, Решетилівське л-во, кв. 11;ДП “Новосанжарський лісгосп” – 48 га, Решетилівська сел/р – 48,6 га, Лобачівська с/р – 30,7 га, Кукобівська с/р – 90, 9 га, Жовтнева с/р – 71 га;Рішення облради від 04.09.95
38;Демидівський;заказник;ландшафтний;150;Решетилівський р-н,  між селами Демидівка та Нова Диканька;Демидівська с/р;Рішення облради від 23.06.2010
39;Кривенківський;заказник;ландшафтний;94,2;Семенівський р-н, с. Білогуби, Семенівське л-во, кв. 29 вид. 3;Василівська с/р – 80 га, ДП “Лубенський лісгосп” – 14,2 га;Рішення облради від 04.09.95
40;Острів;заказник;ландшафтний;60;Семенівський р-н, с. Веселий Поділ;Веселоподільська с/р;Рішення облради від 04.09.95
41;Монастирище;заказник;ландшафтний;733;Чорнухинський р-н, Вороньківське л-во, кв. 15-35, Чорнухинське л-во,  кв. 66;ДП “Пирятинський лісгосп”;Рішення облради від 27.10.94
42;Балка Мангаревщина;заказник;ландшафтний;16,1;Чорнухинський р-н, с. Бондарі;Харсіцька  с/р;Рішення облради від 27.10.94
43;Лизняна балка;заказник;ландшафтний;60;Чутівський р-н, між смт. Чутове та с. Черняківка, Іскрівське л-во, кв. 130;ДП “Полтавський лісгосп” – 41 га,  Черняківська  с/р – 19 га;Рішення облради від 20.12.93
44;Первозванівський;заказник;ландшафтний;115,7;Чутівський р-н, околиці с. Первозванівка;Новокочубеївська с/р;Рішення облради від 24.12.02
45;Говтва;заказник;ландшафтний;531,1;Шишацький р-н, між селами Легейди, Шафранівка  і Тищенки, с. Маликівщина;Великобузівська с/р – 118,8 га,  Гоголівська с/р – 183,9 га, Шишацька сел/р – 228,4 га;Рішення облради від 04.09.95, від 30.01.98,  від 12.02.99
46;Величківський;заказник;ландшафтний;54,7;Шишацький р-н, с. Величкове;Воскобійницька с/р;Рішення облради від 12.02.99
47;Заплава Псла;заказник;ландшафтний;885;м. Комсомольськ. Околиці сіл Кузьменки, Кияшки, Комсомольське  л-во,  кв. 20-22, 24, 27-29, 58-60, 67-69;ДП “Кременчуцький лісгосп”;Рішення облради  від 04.09.95, рішення облради  від 06.09.07
48;Лісові  озера;заказник;ландшафтний;714,7;м. Комсомольськ, Салівське л-во, кв. 1-7;ДП ”Кременчуцький лісгосп” – 467,0 га, Комсомольська м/р – 247,7 га;Рішення облради від 20.12.93, розширено -   від 04.09.95
49;Горбаневське;заказник;ландшафтний;222,8;3 км на північний схід від с. Кулажинці;Кулажинська с/р;Рішення облради від 07.12.2011
50;Лізина гора;заказник;ландшафтний;24,1;Між селами Березівка та Горби;Рудківська с/р;Рішення облради від 07.12.2011
;Разом заказників ланжшафтних;50;;19244,2;;;
1;Урочище Крупське;заказник;лісовий;94,8;Лохвицький р-н, околиці сіл Свиридівка та Ячники, Лохвицьке лісництво,  кв.11  вид. 22-37,  кв.12 вид. 3,5-28;ДП “Пирятинське лісове господарство”;Рішення облради від 06.09.07
2;Половець;заказник;лісовий;35,9;Оржицький р-н, с. Савинці, кв. 2   вид. 3-11 (35,9 га);Савинська с/р, Оржицьке міжгосподарське лісництво 35,9 га;Рішення облради від 04.09.95
3;Іскрівський;заказник;лісовий;2243;Чутівський р-н, між селами Черняківка, Іскрівка, Верхні Рівні, Іскрівське л-во, кв. 1-3, 5-7, 9-11, 13-71, 75-82, 84, 85,  87-90;ДП “Полтавський лісгосп”;Рішення облради від 20.12.93
;Разом заказників лісових;3;;2373,7;;;
1;Кут;заказник;ботанічний;126;Великобагачанський р-н, с. Остап’є,  вище гирла р. Хорол;Остап’ївська с/р;Рішення облради від 27.10.94
;;;;37,2;Глобинський р-н, с. Попівка;Федорівська  с/р;Рішення облради від 04.09.95
2;Великий  ліс;заказник;ботанічний;182;Гадяцький р-н, Краснолуцьке л-во, кв. 37-39;ДП “Гадяцький лісгосп”;Рішення облвиконкому  від 17.04.92 № 74
3;Терновий  кущ;заказник;ботанічний;563,7;Гадяцький р-н, Лютенське л-во, кв. 8-13, 16, 17, 24, 25, 33, 44-46;ДП “Гадяцький лісгосп”;Рішення облвиконкому від 17.04.92 № 74
4;Саранчина  долина;заказник;ботанічний;275,6;Гадяцький р-н, Лютенське л-во, кв. 4-7, 109, 110;ДП “Гадяцький лісгосп”;Рішення облвиконкому від 17.04.92 № 74
5;Жуківщина;заказник;ботанічний;141;Гадяцький р-н, Лютенське л-во, кв.1-3;ДП “Гадяцький лісгосп”;Рішення облвиконкому від 17.04.92 № 74
6;Гадяцький  бір;заказник;ботанічний;403;Гадяцький р-н, Вельбівське л-во, кв. 30-37, 40;ДП “Гадяцький лісгосп”;Рішення облвиконкому від 17.04.92 № 74
7;Дубина;заказник;ботанічний;103;Гадяцький р-н, Краснолуцьке л-во, кв. 46, 47;ДП “Гадяцький лісгосп”;Рішення облвиконкому від 17.04.92 № 74
8;Зозулинцеві  Луки;заказник;ботанічний;44,5;Гадяцький р-н, с. Хитці;Краснолуцька с/р;Рішення облради від 30.01.98
9;Книшівська  гора;заказник;ботанічний;159;Гадяцький р-н, Краснолуцьке л-во, кв. 67-69;ДП “Гадяцький лісгосп”;Рішення облвиконкому від 17.04.92 № 74
10;Русиново-Дубина;заказник;ботанічний;13,8;Гадяцький р-н, с. Краснознаменка, хутір Вертелецький;Краснознаменська с/р;Рішення облради від 04.09.95
11;Манжеліївський;заказник;ботанічний;5;Глобинський р-н, с. Манжелія;Манжеліївська с/р;Рішення облвиконкому від 16.11.79 № 437
12;Глибочанський;заказник;ботанічний;47,4;Глобинський р-н, с. Заможнє, лівий берег р. Псьол;Заможненська с/р;Рішення облради від 04.09.95
13;Плисів  Яр;заказник;ботанічний;10;Гребінківський р-н, с. Овсюки;Овсюківська с/р;Рішення облради від 27.10.94
14;Балка Долина;заказник;ботанічний;116,8;Зіньківський р-н, с. Високе;Тарасівська с/р;Рішення облради від 27.10.94
15;Котове;заказник;ботанічний;523,64;Зіньківський р-н, с. Хижняківка, пішнянське л-во, кв. 44, 45;ДП “Диканське досвідне лісомисливське госп-во” – 139 га, Малобудищанська с/ р – 61, 6 га;Рішення облради від 27.10.94, від 07.12.2011
16;Капусник;заказник;ботанічний;301;Карлівський р-н, с. Варварівка, Карлівське л-во, кв. 1-7;ДП “Новосанжарський  лісгосп”;Рішення облради від 28.02.95
